order_id,order_date,ship_date,ship_mode,customer_id,product_id,quantity,sales,discount,profit
CA-2015-146563,8/24/2015,8/28/2015,Standard Class,CB-12025,OFF-ST-10001511,14,724.08,0.2,-135.765
CA-2015-146563,8/24/2015,8/28/2015,Standard Class,CB-12025,FUR-TA-10001768,5,918.785,0.3,-118.1295
CA-2015-146563,8/24/2015,8/28/2015,Standard Class,CB-12025,OFF-BI-10003981,3,2.724,0.8,-4.2222
CA-2016-123666,3/26/2016,3/30/2016,Standard Class,SP-20545,OFF-ST-10001522,5,459.95,0,18.398
CA-2016-143308,11/04/2016,11/4/2016,Same Day,RC-19825,OFF-FA-10000621,3,10.74,0,5.2626
CA-2017-132682,06/08/2017,6/10/2017,Second Class,TH-21235,OFF-SU-10004231,3,23.76,0.2,2.079
CA-2017-132682,06/08/2017,6/10/2017,Second Class,TH-21235,OFF-PA-10000474,3,85.056,0.2,28.7064
CA-2017-132682,06/08/2017,6/10/2017,Second Class,TH-21235,TEC-PH-10004042,3,381.576,0.2,28.6182
CA-2014-156314,12/24/2014,12/26/2014,First Class,RP-19390,FUR-FU-10003096,5,30.36,0.2,8.7285
US-2017-106663,06/09/2017,6/13/2017,Standard Class,MO-17800,FUR-FU-10002759,3,23.976,0.6,-14.3856
US-2017-106663,06/09/2017,6/13/2017,Standard Class,MO-17800,FUR-TA-10000688,1,108.925,0.5,-71.8905
US-2017-106663,06/09/2017,6/13/2017,Standard Class,MO-17800,OFF-PA-10002377,8,36.352,0.2,11.36
CA-2017-111178,6/15/2017,6/22/2017,Standard Class,TD-20995,OFF-AR-10001954,5,19.56,0.2,1.7115
CA-2017-130351,12/05/2017,12/8/2017,First Class,RB-19570,OFF-AP-10004532,3,61.44,0,16.5888
CA-2017-130351,12/05/2017,12/8/2017,First Class,RB-19570,OFF-PA-10002137,5,38.9,0,17.505
CA-2017-130351,12/05/2017,12/8/2017,First Class,RB-19570,TEC-AC-10003832,3,99.39,0,40.7499
US-2017-119438,3/18/2017,3/23/2017,Standard Class,CD-11980,OFF-AP-10000804,3,2.688,0.8,-7.392
US-2017-119438,3/18/2017,3/23/2017,Standard Class,CD-11980,TEC-AC-10003614,3,27.816,0.2,4.5201
US-2017-119438,3/18/2017,3/23/2017,Standard Class,CD-11980,FUR-FU-10003553,3,82.524,0.6,-41.262
US-2017-119438,3/18/2017,3/23/2017,Standard Class,CD-11980,OFF-BI-10004632,3,182.994,0.8,-320.2395
CA-2016-164511,11/19/2016,11/24/2016,Standard Class,DJ-13630,OFF-BI-10003305,3,14.352,0.2,4.6644
CA-2016-164511,11/19/2016,11/24/2016,Standard Class,DJ-13630,OFF-ST-10002583,2,64.96,0,2.5984
CA-2016-164511,11/19/2016,11/24/2016,Standard Class,DJ-13630,OFF-ST-10004507,4,68.6,0,18.522
US-2017-168116,11/04/2017,11/4/2017,Same Day,GT-14635,TEC-MA-10004125,4,7999.98,0.5,-3839.9904
US-2017-168116,11/04/2017,11/4/2017,Same Day,GT-14635,OFF-AP-10002457,2,167.44,0.2,14.651
CA-2014-157784,07/05/2014,7/8/2014,First Class,MC-17845,TEC-AC-10003911,3,479.97,0,163.1898
CA-2014-157784,07/05/2014,7/8/2014,First Class,MC-17845,OFF-LA-10001934,2,14.62,0,6.8714
CA-2014-157784,07/05/2014,7/8/2014,First Class,MC-17845,OFF-PA-10000304,3,19.44,0,9.3312
CA-2017-161480,12/25/2017,12/29/2017,Standard Class,RA-19285,FUR-BO-10004015,2,191.984,0.2,4.7996
US-2014-117135,6/21/2014,6/23/2014,Second Class,NP-18325,FUR-FU-10004071,1,104.01,0,14.5614
US-2014-117135,6/21/2014,6/23/2014,Second Class,NP-18325,TEC-PH-10002033,1,284.82,0,74.0532
US-2014-117135,6/21/2014,6/23/2014,Second Class,NP-18325,OFF-ST-10002444,3,36.84,0,10.3152
CA-2015-131534,3/28/2015,4/2/2015,Standard Class,AB-10165,TEC-AC-10002253,1,166.24,0,24.936
CA-2015-131534,3/28/2015,4/2/2015,Standard Class,AB-10165,OFF-PA-10000743,5,33.4,0,16.032
CA-2015-119291,5/14/2015,5/17/2015,First Class,JO-15550,OFF-AR-10003373,8,198.272,0.2,17.3488
CA-2015-119291,5/14/2015,5/17/2015,First Class,JO-15550,OFF-LA-10002312,4,47.36,0.2,17.76
CA-2015-119291,5/14/2015,5/17/2015,First Class,JO-15550,OFF-EN-10000927,7,200.984,0.2,62.8075
CA-2015-119291,5/14/2015,5/17/2015,First Class,JO-15550,OFF-LA-10003510,4,97.696,0.2,31.7512
CA-2015-119291,5/14/2015,5/17/2015,First Class,JO-15550,OFF-AR-10001118,1,2.696,0.2,0.8088
CA-2015-119291,5/14/2015,5/17/2015,First Class,JO-15550,OFF-BI-10001575,2,18.588,0.7,-13.6312
CA-2015-119291,5/14/2015,5/17/2015,First Class,JO-15550,OFF-BI-10001982,3,4.896,0.7,-3.4272
CA-2017-114552,09/02/2017,9/8/2017,Standard Class,Dl-13600,FUR-FU-10002960,3,15.072,0.2,4.1448
CA-2016-163755,11/04/2016,11/8/2016,Second Class,AS-10285,FUR-FU-10003394,3,209.88,0,35.6796
CA-2015-142027,04/09/2015,4/14/2015,Standard Class,JK-15370,FUR-TA-10002774,3,369.912,0.2,-13.8717
CA-2014-138527,09/12/2014,9/17/2014,Standard Class,BN-11470,OFF-PA-10001800,2,10.368,0.2,3.6288
CA-2014-138527,09/12/2014,9/17/2014,Standard Class,BN-11470,OFF-AP-10001469,5,166.84,0.2,18.7695
CA-2014-138527,09/12/2014,9/17/2014,Standard Class,BN-11470,TEC-AC-10002399,1,15.216,0.2,2.2824
CA-2014-112158,12/02/2014,12/4/2014,First Class,DP-13165,TEC-AC-10003628,4,119.96,0,52.7824
CA-2014-112158,12/02/2014,12/4/2014,First Class,DP-13165,FUR-BO-10003272,5,883.92,0.2,-110.49
CA-2014-112158,12/02/2014,12/4/2014,First Class,DP-13165,OFF-BI-10000050,8,46.72,0.2,15.768
CA-2014-113887,04/05/2014,4/7/2014,First Class,TH-21550,OFF-PA-10004071,1,55.48,0,26.6304
CA-2017-146136,09/03/2017,9/7/2017,Standard Class,AP-10915,OFF-EN-10001219,4,24.448,0.2,8.8624
US-2017-100048,5/19/2017,5/24/2017,Standard Class,RS-19765,OFF-AP-10001154,6,281.34,0,109.7226
US-2017-100048,5/19/2017,5/24/2017,Standard Class,RS-19765,TEC-PH-10003012,2,307.98,0,89.3142
US-2017-100048,5/19/2017,5/24/2017,Standard Class,RS-19765,TEC-AC-10001606,3,299.97,0,113.9886
CA-2014-153150,07/01/2014,7/6/2014,Second Class,Dl-13600,OFF-BI-10003355,5,19.92,0.2,6.972
CA-2014-130092,01/11/2014,1/14/2014,First Class,SV-20365,FUR-FU-10000010,2,9.94,0,3.0814
CA-2017-108910,9/24/2017,9/29/2017,Standard Class,KC-16540,FUR-FU-10002253,3,103.056,0.2,24.4758
CA-2014-104472,06/02/2014,6/7/2014,Standard Class,CK-12325,OFF-BI-10001658,3,59.808,0.2,19.4376
CA-2014-104472,06/02/2014,6/7/2014,Standard Class,CK-12325,FUR-FU-10000246,6,73.32,0,21.996
CA-2016-112942,2/13/2016,2/18/2016,Standard Class,RD-19810,OFF-PA-10004092,3,146.82,0,73.41
CA-2016-142335,12/15/2016,12/19/2016,Standard Class,MP-17965,FUR-TA-10000198,3,1652.94,0,231.4116
CA-2016-142335,12/15/2016,12/19/2016,Standard Class,MP-17965,OFF-ST-10000036,3,296.37,0,80.0199
CA-2014-117429,10/07/2014,10/13/2014,Standard Class,MR-17545,FUR-FU-10000222,5,129.92,0.2,21.112
CA-2016-114713,07/07/2016,7/12/2016,Standard Class,SC-20695,OFF-SU-10004664,7,45.584,0.2,5.1282
CA-2017-144113,9/16/2017,9/20/2017,Standard Class,JF-15355,OFF-EN-10001141,2,17.568,0.2,6.3684
CA-2017-144113,9/16/2017,9/20/2017,Standard Class,JF-15355,TEC-PH-10002170,1,55.992,0.2,5.5992
US-2016-150861,12/03/2016,12/6/2016,First Class,EG-13900,OFF-PA-10001954,8,182.72,0,84.0512
US-2016-150861,12/03/2016,12/6/2016,First Class,EG-13900,FUR-TA-10002228,2,400.032,0.4,-153.3456
US-2016-150861,12/03/2016,12/6/2016,First Class,EG-13900,OFF-ST-10004634,3,33.63,0,10.089
US-2016-150861,12/03/2016,12/6/2016,First Class,EG-13900,FUR-CH-10002965,3,542.646,0.1,102.4998
US-2016-150861,12/03/2016,12/6/2016,First Class,EG-13900,OFF-LA-10001317,2,6.3,0,3.024
CA-2017-131954,1/21/2017,1/25/2017,Standard Class,DS-13030,OFF-ST-10000736,3,242.94,0,9.7176
CA-2017-131954,1/21/2017,1/25/2017,Standard Class,DS-13030,TEC-AC-10003610,3,179.97,0,86.3856
CA-2017-131954,1/21/2017,1/25/2017,Standard Class,DS-13030,OFF-BI-10003982,6,99.696,0.2,33.6474
CA-2017-131954,1/21/2017,1/25/2017,Standard Class,DS-13030,OFF-BI-10003291,4,27.936,0.2,9.4284
CA-2017-131954,1/21/2017,1/25/2017,Standard Class,DS-13030,FUR-BO-10001619,1,84.98,0,18.6956
CA-2017-131954,1/21/2017,1/25/2017,Standard Class,DS-13030,OFF-BI-10000138,5,18.72,0.2,6.552
CA-2014-132500,09/08/2014,9/12/2014,Standard Class,GZ-14470,TEC-AC-10001383,2,49.98,0,8.4966
CA-2014-112326,01/04/2014,1/8/2014,Standard Class,PO-19195,OFF-LA-10003223,3,11.784,0.2,4.2717
CA-2014-112326,01/04/2014,1/8/2014,Standard Class,PO-19195,OFF-ST-10002743,3,272.736,0.2,-64.7748
CA-2014-112326,01/04/2014,1/8/2014,Standard Class,PO-19195,OFF-BI-10004094,2,3.54,0.8,-5.487
US-2016-146710,8/27/2016,9/1/2016,Standard Class,SS-20875,OFF-SU-10004498,5,51.52,0.2,-10.948
US-2016-146710,8/27/2016,9/1/2016,Standard Class,SS-20875,OFF-PA-10002615,1,3.528,0.2,1.1466
US-2016-146710,8/27/2016,9/1/2016,Standard Class,SS-20875,OFF-PA-10004971,1,4.624,0.2,1.6762
US-2016-146710,8/27/2016,9/1/2016,Standard Class,SS-20875,OFF-SU-10004261,4,55.168,0.2,6.2064
CA-2014-124429,5/27/2014,5/27/2014,Same Day,MH-17785,FUR-TA-10002607,10,567.12,0.2,-28.356
CA-2014-124429,5/27/2014,5/27/2014,Same Day,MH-17785,OFF-ST-10001809,4,359.32,0,7.1864
CA-2016-150889,3/20/2016,3/22/2016,Second Class,PB-19105,TEC-PH-10000004,1,11.992,0.2,0.8994
CA-2017-126074,10/02/2017,10/6/2017,Standard Class,RF-19735,OFF-BI-10003638,3,58.05,0,26.703
CA-2017-126074,10/02/2017,10/6/2017,Standard Class,RF-19735,FUR-FU-10003577,11,157.74,0,56.7864
CA-2017-126074,10/02/2017,10/6/2017,Standard Class,RF-19735,OFF-AR-10003478,7,56.98,0,22.792
CA-2017-126074,10/02/2017,10/6/2017,Standard Class,RF-19735,OFF-BI-10000546,1,2.88,0,1.4112
CA-2016-110499,04/07/2016,4/9/2016,First Class,YC-21895,TEC-CO-10002095,3,1199.976,0.2,374.9925
CA-2015-135272,12/07/2015,12/12/2015,Standard Class,MS-17830,FUR-FU-10002759,4,79.92,0,28.7712
CA-2016-140928,9/18/2016,9/22/2016,Standard Class,NB-18655,FUR-TA-10001095,4,383.438,0.45,-167.3184
CA-2014-106803,12/29/2014,1/2/2015,Standard Class,DC-13285,OFF-ST-10002444,2,24.56,0,6.8768
CA-2014-106803,12/29/2014,1/2/2015,Standard Class,DC-13285,TEC-AC-10001267,4,119.8,0,47.92
CA-2017-117240,7/23/2017,7/28/2017,Standard Class,CP-12340,OFF-BI-10000848,3,13.128,0.2,4.2666
CA-2017-133333,9/18/2017,9/22/2017,Standard Class,BF-11020,OFF-PA-10002377,4,22.72,0,10.224
CA-2015-112319,8/31/2015,9/5/2015,Standard Class,AR-10510,OFF-PA-10003441,9,58.32,0,27.9936
CA-2017-126046,11/03/2017,11/7/2017,Standard Class,JC-16105,OFF-LA-10004484,3,12.39,0,5.6994
CA-2015-114923,02/08/2015,2/13/2015,Standard Class,LH-17020,TEC-PH-10003931,3,107.982,0.4,-26.9955
CA-2014-162775,1/13/2014,1/15/2014,Second Class,CS-12250,OFF-EN-10001990,2,11.36,0,5.3392
CA-2014-162775,1/13/2014,1/15/2014,Second Class,CS-12250,OFF-EN-10001532,3,50.94,0,25.47
CA-2014-162775,1/13/2014,1/15/2014,Second Class,CS-12250,TEC-AC-10003174,6,646.74,0,258.696
CA-2014-162775,1/13/2014,1/15/2014,Second Class,CS-12250,OFF-BI-10004187,3,5.64,0,2.7072
CA-2014-162775,1/13/2014,1/15/2014,Second Class,CS-12250,OFF-ST-10000025,6,572.58,0,34.3548
CA-2014-106810,5/14/2014,5/20/2014,Standard Class,AJ-10795,FUR-FU-10004306,2,310.88,0.2,23.316
CA-2016-157245,5/19/2016,5/24/2016,Standard Class,LE-16810,FUR-CH-10003746,2,641.96,0,179.7488
CA-2017-104220,1/30/2017,2/5/2017,Standard Class,BV-11245,OFF-BI-10001036,2,18.28,0,9.14
CA-2017-104220,1/30/2017,2/5/2017,Standard Class,BV-11245,TEC-PH-10004614,3,207,0,51.75
CA-2017-104220,1/30/2017,2/5/2017,Standard Class,BV-11245,OFF-BI-10000301,5,32.35,0,16.175
CA-2017-104220,1/30/2017,2/5/2017,Standard Class,BV-11245,OFF-BI-10003910,1,7.71,0,3.4695
CA-2017-104220,1/30/2017,2/5/2017,Standard Class,BV-11245,OFF-AR-10004648,2,40.3,0,10.881
CA-2017-104220,1/30/2017,2/5/2017,Standard Class,BV-11245,FUR-FU-10002597,7,34.58,0,14.5236
CA-2014-165974,6/29/2014,7/6/2014,Standard Class,DL-12865,OFF-AR-10003405,7,32.76,0.2,3.6855
CA-2015-144267,8/21/2015,8/23/2015,First Class,NZ-18565,FUR-CH-10002335,3,544.008,0.2,40.8006
CA-2015-144267,8/21/2015,8/23/2015,First Class,NZ-18565,OFF-PA-10000157,3,59.94,0,28.1718
CA-2015-144267,8/21/2015,8/23/2015,First Class,NZ-18565,OFF-PA-10001947,4,23.92,0,11.7208
CA-2015-144267,8/21/2015,8/23/2015,First Class,NZ-18565,OFF-PA-10003657,1,4.28,0,1.926
US-2015-157014,10/03/2015,10/6/2015,Second Class,BM-11785,OFF-BI-10001098,5,32.07,0.7,-22.449
US-2015-157014,10/03/2015,10/6/2015,Second Class,BM-11785,TEC-AC-10002167,2,24,0.2,-2.7
US-2015-157014,10/03/2015,10/6/2015,Second Class,BM-11785,FUR-BO-10004409,1,35.49,0.5,-15.6156
US-2015-157014,10/03/2015,10/6/2015,Second Class,BM-11785,TEC-AC-10000057,2,47.984,0.2,0.5998
CA-2015-154921,5/23/2015,5/28/2015,Standard Class,EA-14035,OFF-EN-10000056,3,186.69,0,87.7443
CA-2017-129567,3/17/2017,3/21/2017,Second Class,CL-12565,OFF-BI-10000014,2,17.456,0.2,5.8914
CA-2015-154620,12/12/2015,12/16/2015,Standard Class,LT-17110,FUR-CH-10004675,2,348.928,0.2,34.8928
CA-2015-115938,6/26/2015,6/30/2015,Standard Class,SA-20830,OFF-BI-10001543,4,143.96,0,69.1008
CA-2015-115938,6/26/2015,6/30/2015,Standard Class,SA-20830,OFF-ST-10001321,1,15.42,0,4.1634
CA-2015-115938,6/26/2015,6/30/2015,Standard Class,SA-20830,OFF-BI-10001132,8,43.04,0,21.0896
CA-2015-115938,6/26/2015,6/30/2015,Standard Class,SA-20830,FUR-CH-10003199,3,332.94,0,79.9056
CA-2016-105256,5/20/2016,5/20/2016,Same Day,JK-15730,TEC-PH-10001530,5,1363.96,0.2,85.2475
CA-2014-156433,9/20/2014,9/26/2014,Standard Class,ES-14020,OFF-LA-10001569,2,9.96,0,4.5816
CA-2014-156433,9/20/2014,9/26/2014,Standard Class,ES-14020,OFF-PA-10003724,4,21.72,0,10.6428
CA-2017-151428,9/21/2017,9/26/2017,Standard Class,RH-19495,OFF-BI-10000546,7,20.16,0,9.8784
CA-2015-124653,12/24/2015,12/26/2015,First Class,DB-13120,OFF-PA-10000176,7,132.79,0,63.7392
CA-2015-124653,12/24/2015,12/26/2015,First Class,DB-13120,OFF-PA-10002365,2,12.96,0,6.2208
CA-2015-124653,12/24/2015,12/26/2015,First Class,DB-13120,OFF-LA-10002271,7,21.56,0,10.3488
CA-2015-101910,11/27/2015,12/3/2015,Standard Class,CD-11920,FUR-CH-10002647,5,283.92,0.2,17.745
CA-2017-105809,2/20/2017,2/23/2017,First Class,HW-14935,FUR-FU-10004090,1,22.23,0,7.3359
CA-2017-105809,2/20/2017,2/23/2017,First Class,HW-14935,TEC-PH-10001580,2,215.968,0.2,18.8972
CA-2016-136133,8/18/2016,8/23/2016,Second Class,HW-14935,OFF-AP-10000576,9,355.32,0,99.4896
CA-2016-115504,03/12/2016,3/17/2016,Standard Class,MC-18130,OFF-PA-10003953,2,12.96,0,6.2208
CA-2017-135783,4/22/2017,4/24/2017,First Class,GM-14440,FUR-FU-10000794,2,18.28,0,6.2152
CA-2014-134313,11/01/2014,11/7/2014,Standard Class,RA-19915,OFF-AR-10001897,3,43.176,0.2,4.3176
CA-2014-134313,11/01/2014,11/7/2014,Standard Class,RA-19915,TEC-PH-10001795,4,1983.968,0.2,247.996
CA-2015-140921,02/03/2015,2/5/2015,First Class,AA-10375,FUR-FU-10003347,2,28.4,0,11.076
CA-2015-140921,02/03/2015,2/5/2015,First Class,AA-10375,TEC-AC-10004901,3,149.97,0,50.9898
CA-2014-151995,10/13/2014,10/15/2014,First Class,ZC-21910,OFF-AR-10003190,4,11.52,0,3.2256
CA-2014-151995,10/13/2014,10/15/2014,First Class,ZC-21910,FUR-TA-10002903,5,1298.55,0,311.652
CA-2014-151995,10/13/2014,10/15/2014,First Class,ZC-21910,OFF-AP-10000240,4,213.92,0,62.0368
CA-2014-151995,10/13/2014,10/15/2014,First Class,ZC-21910,TEC-AC-10001101,2,25.78,0,2.578
CA-2017-143686,5/14/2017,5/14/2017,Same Day,PJ-19015,FUR-FU-10000794,2,18.28,0,6.2152
CA-2017-143686,5/14/2017,5/14/2017,Same Day,PJ-19015,TEC-AC-10001838,7,1399.93,0,601.9699
CA-2015-106565,3/20/2015,3/23/2015,First Class,BW-11110,OFF-PA-10000061,8,51.84,0,24.8832
CA-2016-149370,9/15/2016,9/19/2016,Standard Class,DB-13210,OFF-PA-10003651,1,5.344,0.2,1.8704
CA-2014-140858,6/28/2014,7/2/2014,Standard Class,CA-12775,OFF-PA-10000304,8,41.472,0.2,14.5152
CA-2014-140858,6/28/2014,7/2/2014,Standard Class,CA-12775,OFF-BI-10003094,3,3.168,0.7,-2.4288
CA-2014-140858,6/28/2014,7/2/2014,Standard Class,CA-12775,FUR-CH-10001394,5,1228.465,0.3,0
CA-2014-140858,6/28/2014,7/2/2014,Standard Class,CA-12775,OFF-BI-10004230,3,31.086,0.7,-22.7964
CA-2014-140858,6/28/2014,7/2/2014,Standard Class,CA-12775,OFF-PA-10003395,4,335.52,0.2,117.432
CA-2017-101434,6/20/2017,6/27/2017,Standard Class,TR-21325,TEC-AC-10002402,3,239.97,0,71.991
CA-2017-101434,6/20/2017,6/27/2017,Standard Class,TR-21325,OFF-LA-10003223,2,9.82,0,4.8118
US-2014-102071,05/09/2014,5/15/2014,Standard Class,PG-18820,TEC-AC-10003441,4,67.8,0,4.068
US-2014-102071,05/09/2014,5/15/2014,Standard Class,PG-18820,TEC-AC-10000109,3,167.97,0,40.3128
CA-2017-126956,8/21/2017,8/28/2017,Standard Class,GT-14710,OFF-FA-10002280,7,35,0,16.8
CA-2017-126956,8/21/2017,8/28/2017,Standard Class,GT-14710,OFF-SU-10000381,4,37.24,0,10.7996
CA-2017-126956,8/21/2017,8/28/2017,Standard Class,GT-14710,OFF-EN-10004459,2,15.28,0,7.4872
CA-2017-129462,6/16/2017,6/21/2017,Second Class,JE-15745,FUR-CH-10000665,2,301.96,0,90.588
CA-2017-129462,6/16/2017,6/21/2017,Second Class,JE-15745,OFF-AP-10003884,3,180.66,0,50.5848
CA-2017-129462,6/16/2017,6/21/2017,Second Class,JE-15745,TEC-PH-10001557,2,191.98,0,51.8346
CA-2017-129462,6/16/2017,6/21/2017,Second Class,JE-15745,TEC-PH-10002085,1,65.99,0,17.1574
CA-2016-165316,7/23/2016,7/27/2016,Standard Class,JB-15400,OFF-AR-10002956,2,35.216,0.2,2.6412
CA-2016-165316,7/23/2016,7/27/2016,Standard Class,JB-15400,OFF-AP-10003266,2,23.696,0.2,6.5164
CA-2016-165316,7/23/2016,7/27/2016,Standard Class,JB-15400,TEC-MA-10004002,1,265.475,0.5,-111.4995
US-2014-115987,09/08/2014,9/13/2014,Second Class,LH-17020,OFF-BI-10001071,4,51.184,0.8,-79.3352
US-2017-156083,11/04/2017,11/11/2017,Standard Class,JL-15175,OFF-PA-10001560,2,9.664,0.2,3.2616
US-2016-137547,03/07/2016,3/12/2016,Standard Class,EB-13705,TEC-PH-10002365,3,21.072,0.2,1.5804
CA-2015-100454,11/20/2015,11/25/2015,Standard Class,BM-11650,OFF-AR-10004648,3,60.45,0,16.3215
CA-2015-100454,11/20/2015,11/25/2015,Standard Class,BM-11650,OFF-AR-10002578,4,11.52,0,3.3408
CA-2015-100454,11/20/2015,11/25/2015,Standard Class,BM-11650,FUR-BO-10001519,4,186.048,0.2,9.3024
CA-2016-161669,11/07/2016,11/9/2016,First Class,EM-14095,OFF-BI-10001294,4,37.44,0.2,11.7
CA-2016-161669,11/07/2016,11/9/2016,First Class,EM-14095,OFF-BI-10001636,4,26.976,0.2,8.7672
CA-2016-161669,11/07/2016,11/9/2016,First Class,EM-14095,OFF-SU-10002503,2,11.36,0,3.2944
CA-2016-161669,11/07/2016,11/9/2016,First Class,EM-14095,OFF-LA-10004093,2,14.62,0,6.8714
CA-2015-114300,10/13/2015,10/17/2015,Standard Class,AF-10885,TEC-PH-10001552,7,83.72,0,23.4416
CA-2015-114300,10/13/2015,10/17/2015,Standard Class,AF-10885,FUR-CH-10001891,3,287.94,0,77.7438
CA-2017-107503,01/01/2017,1/6/2017,Standard Class,GA-14725,FUR-FU-10003878,4,48.896,0.2,8.5568
CA-2014-107755,02/07/2014,2/12/2014,Standard Class,CK-12760,TEC-AC-10000710,7,115.36,0,49.6048
CA-2016-152534,6/20/2016,6/25/2016,Second Class,DP-13105,OFF-AR-10002335,2,5.16,0,1.3416
CA-2016-152534,6/20/2016,6/25/2016,Second Class,DP-13105,OFF-PA-10001870,6,38.88,0,18.6624
CA-2016-113747,5/28/2016,6/4/2016,Standard Class,VD-21670,OFF-AR-10003373,6,185.88,0,50.1876
CA-2016-123274,2/19/2016,2/24/2016,Standard Class,GT-14710,FUR-FU-10004090,2,44.46,0,14.6718
CA-2016-123274,2/19/2016,2/24/2016,Standard Class,GT-14710,OFF-ST-10000736,3,242.94,0,9.7176
CA-2014-125612,08/03/2014,8/8/2014,Standard Class,BK-11260,OFF-PA-10001019,2,39.96,0,18.7812
CA-2014-125612,08/03/2014,8/8/2014,Standard Class,BK-11260,OFF-SU-10002537,10,102.3,0,26.598
CA-2014-125612,08/03/2014,8/8/2014,Standard Class,BK-11260,OFF-ST-10003221,2,21.36,0,5.7672
CA-2017-161984,04/10/2017,4/15/2017,Standard Class,SJ-20125,OFF-PA-10004569,1,7.61,0,3.5767
CA-2017-161984,04/10/2017,4/15/2017,Standard Class,SJ-20125,OFF-FA-10000624,2,7.16,0,3.58
CA-2014-133851,06/09/2014,6/16/2014,Standard Class,CM-12445,OFF-SU-10001225,2,7.36,0,0.1472
CA-2014-133851,06/09/2014,6/16/2014,Standard Class,CM-12445,OFF-AR-10003752,2,23.1,0,10.626
CA-2016-134474,01/05/2016,1/7/2016,Second Class,AJ-10795,TEC-AC-10001714,6,191.472,0.2,40.6878
CA-2016-134474,01/05/2016,1/7/2016,Second Class,AJ-10795,OFF-AR-10003958,2,5.248,0.2,0.5904
CA-2016-134474,01/05/2016,1/7/2016,Second Class,AJ-10795,TEC-PH-10002923,2,59.184,0.2,5.1786
CA-2014-149020,01/10/2014,1/15/2014,Standard Class,AJ-10780,OFF-LA-10004272,1,2.89,0,1.3583
CA-2014-149020,01/10/2014,1/15/2014,Standard Class,AJ-10780,FUR-FU-10000965,1,51.94,0,21.2954
CA-2016-134362,9/29/2016,10/2/2016,First Class,LS-16945,OFF-LA-10004853,4,15.936,0.2,5.1792
CA-2014-136742,04/06/2014,4/10/2014,Standard Class,GP-14740,OFF-BI-10003719,6,44.91,0.7,-35.928
CA-2016-158099,09/03/2016,9/5/2016,First Class,PK-18910,OFF-BI-10000545,5,1141.47,0.7,-760.98
CA-2016-158099,09/03/2016,9/5/2016,First Class,PK-18910,TEC-PH-10002496,3,280.782,0.4,-46.797
CA-2015-131128,10/19/2015,10/20/2015,First Class,TB-21520,OFF-PA-10003591,3,34.44,0,17.22
CA-2014-148488,12/10/2014,12/15/2014,Standard Class,SM-20005,OFF-PA-10004470,2,11.36,0,5.2256
CA-2014-148488,12/10/2014,12/15/2014,Standard Class,SM-20005,OFF-BI-10000315,7,106.344,0.2,37.2204
CA-2017-114636,8/25/2017,8/29/2017,Standard Class,GA-14725,OFF-PA-10001790,5,192.16,0.2,67.256
CA-2016-116736,1/17/2016,1/21/2016,Standard Class,CC-12430,FUR-FU-10004017,3,322.59,0,64.518
CA-2016-116736,1/17/2016,1/21/2016,Standard Class,CC-12430,TEC-AC-10003628,1,29.99,0,13.1956
CA-2016-116736,1/17/2016,1/21/2016,Standard Class,CC-12430,TEC-AC-10002049,3,371.97,0,66.9546
US-2014-158638,9/17/2014,9/21/2014,Standard Class,AG-10765,OFF-BI-10003712,4,5.892,0.7,-4.1244
CA-2017-111689,11/30/2017,12/2/2017,Second Class,HP-14815,OFF-BI-10003984,3,68.472,0.2,23.1093
CA-2017-111689,11/30/2017,12/2/2017,Second Class,HP-14815,FUR-CH-10004287,5,1242.9,0.1,262.39
CA-2015-129098,10/09/2015,10/13/2015,Standard Class,DK-13090,OFF-ST-10001321,2,30.84,0,8.3268
US-2017-123463,12/23/2017,12/23/2017,Same Day,GZ-14470,OFF-AR-10001118,4,13.48,0,5.9312
CA-2016-165148,10/22/2016,10/24/2016,First Class,PM-19135,FUR-FU-10000732,5,31.4,0,10.048
CA-2014-134061,4/29/2014,5/4/2014,Standard Class,LL-16840,FUR-FU-10001424,2,17.46,0,5.9364
CA-2015-143602,4/25/2015,4/28/2015,Second Class,JS-15595,OFF-BI-10002071,3,13.944,0.2,4.5318
CA-2017-115364,6/26/2017,7/2/2017,Standard Class,OT-18730,OFF-ST-10002486,12,83.76,0,1.6752
CA-2017-150707,10/14/2017,10/19/2017,Standard Class,EL-13735,OFF-BI-10001078,7,37.66,0,18.4534
CA-2014-104976,12/09/2014,12/16/2014,Standard Class,CK-12760,OFF-PA-10003845,6,34.68,0,16.9932
CA-2017-132934,6/20/2017,6/26/2017,Standard Class,JE-15475,TEC-AC-10000927,5,149.95,0,14.995
CA-2017-132934,6/20/2017,6/26/2017,Standard Class,JE-15475,OFF-BI-10001098,3,51.312,0.2,18.6006
CA-2017-133256,6/26/2017,6/27/2017,First Class,TH-21550,OFF-PA-10001622,1,4.54,0,2.043
CA-2017-133256,6/26/2017,6/27/2017,First Class,TH-21550,OFF-AR-10003158,4,15.92,0,5.4128
CA-2017-133256,6/26/2017,6/27/2017,First Class,TH-21550,TEC-PH-10002660,8,543.92,0,135.98
CA-2016-105494,11/10/2016,11/12/2016,First Class,PC-18745,OFF-ST-10002205,7,155.82,0,42.0714
CA-2016-105494,11/10/2016,11/12/2016,First Class,PC-18745,OFF-BI-10003364,3,70.008,0.2,24.5028
